"服务器","玩家id","账号","等级","金额","代理","订单号","充值时间"
"台湾27服","26000967","505544546","250","30","taiwanios","016002700260009671522494334763	","2018-03-31 19:05:34"
"台湾28服","27002287","507748404","236","590","taiwanios","016002800270022871522494254122	","2018-03-31 19:04:14"
"台湾32服","31000880","13907684","181","590","taiwanios","016003200310008801522494148529	","2018-03-31 19:02:28"
"台湾11服","10006994","109840845","12","30","taiwanios","016001100100069941522494131910	","2018-03-31 19:02:11"
"台湾30服","29001242","110907057","239","150","taiwanios","016003000290012421522493988603	","2018-03-31 18:59:48"
"台湾31服","30003857","508142328","41","30","taiwanios","016003100300038571522493925412	","2018-03-31 18:58:45"
"台湾32服","31001765","105165025","18","30","taiwanios","016003200310017651522493694631	","2018-03-31 18:54:54"
"台湾32服","31001710","505682158","61","150","taiwanios","016003200310017101522493692542	","2018-03-31 18:54:52"
"台湾22服","21001391","110822521","284","150","taiwanios","016002200210013911522493620086	","2018-03-31 18:53:40"
"台湾18服","17003281","5633148","275","150","taiwanios","016001800170032811522493544525	","2018-03-31 18:52:24"
"台湾32服","31001755","508147860","18","30","taiwanios","016003200310017551522493418249	","2018-03-31 18:50:18"
"台湾32服","31001763","13886894","8","30","taiwanios","016003200310017631522493402544	","2018-03-31 18:50:02"
"台湾13服","12003933","7059398","336","100","taiwanios","180331184847305411	","2018-03-31 18:49:59"
"台湾32服","31001443","110923685","102","30","taiwanios","016003200310014431522493373235	","2018-03-31 18:49:33"
"台湾32服","31001717","45305510","35","150","taiwanios","180331184729846191	","2018-03-31 18:49:28"
"台湾32服","31001731","108957721","41","30","taiwanios","016003200310017311522493357991	","2018-03-31 18:49:17"
"台湾32服","31001733","109947773","18","30","taiwanios","016003200310017331522493328058	","2018-03-31 18:48:48"
"台湾6服","5001740","110724883","325","300","taiwanios","016000600050017401522493316663	","2018-03-31 18:48:36"
"台湾32服","31001616","110620201","73","30","taiwanios","016003200310016161522493061515	","2018-03-31 18:44:21"
"台湾16服","15002675","508010682","278","150","taiwanios","016001600150026751522492994565	","2018-03-31 18:43:14"
"台湾28服","27001372","504024362","254","150","taiwanios","016002800270013721522492960626	","2018-03-31 18:42:40"
"台湾32服","31001719","15074457","18","300","taiwanios","016003200310017191522492943090	","2018-03-31 18:42:23"
"台湾17服","16005157","110805453","274","30","taiwanios","016001700160051571522492941067	","2018-03-31 18:42:21"
"台湾32服","31001705","508147764","16","30","taiwanios","016003200310017051522492868419	","2018-03-31 18:41:08"
"台湾31服","30002957","11329404","184","150","taiwanios","016003100300029571522492782037	","2018-03-31 18:39:42"
"台湾25服","24002461","105825041","265","30","taiwanios","016002500240024611522492504442	","2018-03-31 18:35:04"
"台湾31服","30003020","17855975","170","1000","taiwanios","180331183319832562	","2018-03-31 18:34:39"
"台湾3服","2005931","507945234","353","500","taiwanios","180331183153719080	","2018-03-31 18:34:06"
"台湾31服","30004506","108980921","7","590","taiwanios","016003100300045061522492241288	","2018-03-31 18:30:41"
"台湾32服","31001655","508147682","18","30","taiwanios","016003200310016551522492220594	","2018-03-31 18:30:20"
"台湾32服","31001441","505605336","104","30","taiwanios","016003200310014411522492207517	","2018-03-31 18:30:07"
"台湾28服","27003288","508124974","206","30","taiwanios","016002800270032881522492173888	","2018-03-31 18:29:33"
"台湾31服","30004506","108980921","2","30","taiwanios","016003100300045061522492150760	","2018-03-31 18:29:10"
"台湾28服","27001718","19749679","232","300","taiwanios","016002800270017181522492028618	","2018-03-31 18:27:08"
"台湾28服","27003242","508124974","218","30","taiwanios","016002800270032421522491983649	","2018-03-31 18:26:23"
"台湾32服","31000532","110921625","161","150","taiwanios","016003200310005321522491974177	","2018-03-31 18:26:14"
"台湾32服","31001441","505605336","98","90","taiwanios","016003200310014411522491822995	","2018-03-31 18:23:42"
"台湾31服","30001630","110915151","210","1000","taiwanios","180331181512734582	","2018-03-31 18:23:11"
"台湾28服","27001718","19749679","232","90","taiwanios","016002800270017181522491728988	","2018-03-31 18:22:08"
"台湾31服","30000665","23676716","218","150","taiwanios","016003100300006651522491678116	","2018-03-31 18:21:18"
"台湾1服 ","10511","106863565","18","30","taiwanios","016000100000105111522491445380	","2018-03-31 18:17:25"
"台湾32服","31001603","25863644","8","30","taiwanios","016003200310016031522491404713	","2018-03-31 18:16:44"
"台湾30服","29002081","508131796","206","150","taiwanios","016003000290020811522491375089	","2018-03-31 18:16:15"
"台湾11服","10006971","508129384","41","30","taiwanios","016001100100069711522491319200	","2018-03-31 18:15:19"
"台湾18服","17005418","508041984","280","150","taiwanios","016001800170054181522491300417	","2018-03-31 18:15:00"
"台湾1服 ","2623","19833541","342","590","taiwanios","016000100000026231522491257118	","2018-03-31 18:14:17"
"台湾1服 ","10469","508145914","113","30","taiwanios","016000100000104691522491198652	","2018-03-31 18:13:18"
"台湾19服","18001966","107820301","295","500","taiwanios","180331180656377028	","2018-03-31 18:09:30"
"台湾11服","10004782","105704639","331","150","taiwanios","016001100100047821522490955441	","2018-03-31 18:09:15"
"台湾28服","27000619","508091822","263","150","taiwanios","180331180005108552	","2018-03-31 18:08:04"
"台湾28服","27000619","508091822","263","50","taiwanios","180331175844650359	","2018-03-31 18:08:04"
"台湾16服","15001052","5723621","338","150","taiwanios","016001600150010521522490840666	","2018-03-31 18:07:20"
"台湾27服","26001662","102449209","262","590","taiwanios","016002700260016621522490785819	","2018-03-31 18:06:25"
"台湾31服","30002957","11329404","174","890","taiwanios","016003100300029571522490544670	","2018-03-31 18:02:24"
"台湾21服","20003706","110904467","232","590","taiwanios","016002100200037061522490490676	","2018-03-31 18:01:30"
"台湾31服","30002168","110916069","209","2000","taiwanios","180331175858844511	","2018-03-31 18:00:58"
"台湾30服","29003069","5811645","148","890","taiwanios","016003000290030691522490344075	","2018-03-31 17:59:04"
"台湾20服","19000337","1625376","291","50","taiwanios","180331174747549550	","2018-03-31 17:48:56"
"台湾32服","31001478","104941999","12","90","taiwanios","016003200310014781522489710893	","2018-03-31 17:48:30"
"台湾26服","25002093","9319344","295","2990","taiwanios","016002600250020931522489546405	","2018-03-31 17:45:46"
"台湾31服","30000342","7922388","205","500","taiwanios","180331174354761330	","2018-03-31 17:45:06"
"台湾28服","27002563","508117598","238","300","taiwanios","016002800270025631522489417894	","2018-03-31 17:43:37"
"台湾1服 ","7382","13814483","16","30","taiwanios","016000100000073821522489321881	","2018-03-31 17:42:01"
"台湾32服","31001448","508147210","12","30","taiwanios","016003200310014481522489271181	","2018-03-31 17:41:11"
"台湾32服","31001389","23725384","54","30","taiwanios","016003200310013891522489119926	","2018-03-31 17:38:39"
"台湾27服","26000116","105132153","256","590","taiwanios","016002700260001161522489028968	","2018-03-31 17:37:08"
"台湾32服","31001406","508147108","15","30","taiwanios","016003200310014061522488897422	","2018-03-31 17:34:57"
"台湾27服","26002953","503966950","227","150","taiwanios","016002700260029531522488803108	","2018-03-31 17:33:23"
"台湾3服","2000519","110663739","401","300","taiwanios","180331173101599393	","2018-03-31 17:31:57"
"台湾29服","28002228","502534516","231","30","taiwanios","016002900280022281522488572758	","2018-03-31 17:29:32"
"台湾31服","30003723","508142018","189","30","taiwanios","016003100300037231522488481756	","2018-03-31 17:28:01"
"台湾32服","31001402","19696656","12","30","taiwanios","016003200310014021522488464591	","2018-03-31 17:27:44"
"台湾31服","30003723","508142018","189","30","taiwanios","016003100300037231522488377407	","2018-03-31 17:26:17"
"台湾31服","30004187","5792889","157","590","taiwanios","016003100300041871522488237950	","2018-03-31 17:23:57"
"台湾32服","31001348","110923501","35","30","taiwanios","016003200310013481522488210355	","2018-03-31 17:23:30"
"台湾1服 ","10496","23078159","50","30","taiwanios","016000100000104961522488149954	","2018-03-31 17:22:29"
"台湾32服","31001358","3632944","8","30","taiwanios","016003200310013581522487922725	","2018-03-31 17:18:42"
"台湾31服","30004118","5051155","158","30","taiwanios","016003100300041181522487851040	","2018-03-31 17:17:31"
"台湾11服","10006990","103688201","54","30","taiwanios","016001100100069901522487762476	","2018-03-31 17:16:02"
"台湾32服","31001302","110336941","41","150","taiwanios","016003200310013021522487741810	","2018-03-31 17:15:41"
"台湾32服","31000277","19908791","146","30","taiwanios","016003200310002771522487615332	","2018-03-31 17:13:35"
"台湾31服","30003119","21494666","192","590","taiwanios","016003100300031191522487606198	","2018-03-31 17:13:26"
"台湾31服","30004118","5051155","158","300","taiwanios","016003100300041181522487597700	","2018-03-31 17:13:17"
"台湾9服","8003046","25796008","350","500","taiwanios","180331171117881473	","2018-03-31 17:12:08"
"台湾32服","31000277","19908791","146","150","taiwanios","016003200310002771522487487345	","2018-03-31 17:11:27"
"台湾32服","31001051","19737101","51","30","taiwanios","016003200310010511522487481058	","2018-03-31 17:11:21"
"台湾27服","26000947","103842843","281","890","taiwanios","016002700260009471522487459164	","2018-03-31 17:10:59"
"台湾31服","30004010","508142684","117","1000","taiwanios","180331170822119833	","2018-03-31 17:10:00"
"台湾27服","26002757","502918722","237","590","taiwanios","016002700260027571522487362880	","2018-03-31 17:09:22"
"台湾32服","31001276","110923361","41","30","taiwanios","016003200310012761522487305391	","2018-03-31 17:08:25"
"台湾32服","31001305","508146912","2","30","taiwanios","016003200310013051522487274825	","2018-03-31 17:07:54"
"台湾11服","10003489","110292875","299","30","taiwanios","016001100100034891522487274143	","2018-03-31 17:07:54"
"台湾29服","28001810","23437477","253","1000","taiwanios","180331170537986273	","2018-03-31 17:07:53"
"台湾10服","9002713","106314409","324","150","taiwanios","180331170418649796	","2018-03-31 17:07:09"
"台湾32服","31001205","1112121","48","150","taiwanios","016003200310012051522487061565	","2018-03-31 17:04:21"
"台湾20服","19000098","110811137","267","150","taiwanios","016002000190000981522486906676	","2018-03-31 17:01:46"
"台湾30服","29000129","21670149","238","300","taiwanios","180331165731525233	","2018-03-31 16:59:25"
"台湾27服","26000967","505544546","250","150","taiwanios","016002700260009671522486760769	","2018-03-31 16:59:20"
"台湾32服","31001256","5581460","6","30","taiwanios","016003200310012561522486561272	","2018-03-31 16:56:01"
"台湾32服","31000880","13907684","159","30","taiwanios","016003200310008801522486512896	","2018-03-31 16:55:12"
"台湾1服 ","10488","102657969","3","30","taiwanios","016000100000104881522486480015	","2018-03-31 16:54:40"
"台湾32服","31001205","1112121","18","90","taiwanios","016003200310012051522486464849	","2018-03-31 16:54:24"
"台湾32服","31000880","13907684","158","300","taiwanios","016003200310008801522486390998	","2018-03-31 16:53:10"
"台湾31服","30003039","502926518","200","2990","taiwanios","016003100300030391522486362517	","2018-03-31 16:52:42"
"台湾32服","31001207","503165180","18","30","taiwanios","016003200310012071522486215744	","2018-03-31 16:50:15"
"台湾32服","31000880","13907684","153","590","taiwanios","016003200310008801522486182510	","2018-03-31 16:49:42"
"台湾1服 ","10487","11362109","9","30","taiwanios","016000100000104871522486146971	","2018-03-31 16:49:06"
"台湾32服","31000560","508145078","160","30","taiwanios","016003200310005601522486064624	","2018-03-31 16:47:44"
"台湾32服","31000560","508145078","160","30","taiwanios","016003200310005601522485986729	","2018-03-31 16:46:26"
"台湾25服","24001679","110857503","256","150","taiwanios","016002500240016791522485945087	","2018-03-31 16:45:45"
"台湾32服","31000560","508145078","159","150","taiwanios","016003200310005601522485901797	","2018-03-31 16:45:01"
"台湾32服","31001186","3646832","18","30","taiwanios","016003200310011861522485889074	","2018-03-31 16:44:49"
"台湾25服","24004411","110923093","23","1000","taiwanios","180331164352934951	","2018-03-31 16:44:41"
"台湾24服","23001094","3555076","291","590","taiwanios","016002400230010941522485835409	","2018-03-31 16:43:55"
"台湾32服","31000560","508145078","159","300","taiwanios","016003200310005601522485811619	","2018-03-31 16:43:31"
"台湾22服","21000500","110756913","305","3000","taiwanios","180331163908484468	","2018-03-31 16:42:56"
"台湾26服","25001155","508091078","297","1000","taiwanios","180331164146672304	","2018-03-31 16:42:29"
"台湾32服","31001113","21909673","53","30","taiwanios","016003200310011131522485679154	","2018-03-31 16:41:19"
"台湾1服 ","10482","110922965","55","150","taiwanios","016000100000104821522485678117	","2018-03-31 16:41:18"
"台湾31服","30003936","110919449","18","30","taiwanios","016003100300039361522485666761	","2018-03-31 16:41:06"
"台湾28服","27001954","110893475","237","150","taiwanios","016002800270019541522485481128	","2018-03-31 16:38:01"
